setting_1,setting_2,s_2,s_3,s_4,s_6,s_7,s_8,s_9,s_11,s_12,s_13,s_14,s_15,s_17,s_20,s_21,s_2_rolling_mean,s_3_rolling_mean,s_4_rolling_mean,s_6_rolling_mean,s_7_rolling_mean,s_8_rolling_mean,s_9_rolling_mean,s_11_rolling_mean,s_12_rolling_mean,s_13_rolling_mean,s_14_rolling_mean,s_15_rolling_mean,s_17_rolling_mean,s_20_rolling_mean,s_21_rolling_mean,s_2_rolling_std,s_3_rolling_std,s_4_rolling_std,s_6_rolling_std,s_7_rolling_std,s_8_rolling_std,s_9_rolling_std,s_11_rolling_std,s_12_rolling_std,s_13_rolling_std,s_14_rolling_std,s_15_rolling_std,s_17_rolling_std,s_20_rolling_std,s_21_rolling_std
0.0006,0.0002,642.21,1580.83,1401.8,21.61,554.97,2387.91,9070.2,47.21,521.88,2387.98,8147.8,8.4043,392,39.13,23.4203,642.044,1581.544,1395.318,21.608,554.546,2387.9900000000002,9063.84,47.168,522.304,2387.982,8146.2300000000005,8.393640000000001,391.2,39.04600000000001,23.4224,0.32377461296412285,2.901185964394681,5.017760456618089,0.0044721359549988885,0.41149726609047343,0.05049752469204081,5.862495202556254,0.09444575162493711,0.42187675925572793,0.026832815729386974,2.2830133595746673,0.01237529797621548,0.4472135954999691,0.09449867723942043,0.044282615098924075
0.0037,-0.0003,641.27,1582.03,1392.21,21.61,554.46,2388.02,9060.47,47.28,522.18,2388.03,8145.62,8.402,392,39.14,23.4237,641.886,1582.46,1395.464,21.608,554.604,2387.9939999999997,9064.59,47.172,522.246,2387.992,8146.331999999999,8.39498,391.4,39.07,23.42196,0.47257803588417274,1.7991386828146734,4.887088090059414,0.0044721359549988885,0.3628084894264935,0.05224940191074008,4.88173637141471,0.09959919678390694,0.41319486928100313,0.03420526275280981,2.2312709382761726,0.01294940153057823,0.5477225575051797,0.10124228365658192,0.044250062146843
0.0002,0.0004,642.03,1586.52,1392.09,21.61,554.86,2388.01,9062.5,47.21,522.26,2388.04,8140.27,8.4193,390,39.01,23.3928,641.9860000000001,1582.902,1395.4299999999998,21.608,554.636,2387.986,9065.356,47.176,522.244,2388.0119999999997,8145.353999999999,8.39916,391.2,39.088,23.4089,0.4293366977094861,2.501593492156511,4.91546030397976,0.0044721359549988885,0.380039471634113,0.04393176527310325,3.927891291773901,0.10089598604503192,0.41307384327762364,0.023874672773128335,3.5533828952137543,0.017052507147050512,0.8366600265340837,0.07155417527999129,0.04038458864467648
-0.0011,0.0001,641.87,1588.81,1396.54,21.61,554.46,2388.0,9067.25,47.24,522.28,2387.95,8150.56,8.3919,391,39.08,23.4025,641.88,1583.7859999999998,1396.464,21.608,554.7180000000001,2387.986,9065.244,47.222,522.1139999999999,2388.002,8145.5960000000005,8.40308,391.2,39.102000000000004,23.419459999999997,0.3616628264007101,3.6679326602323856,4.360324529206695,0.0044721359549988885,0.24066574330370594,0.04393176527310325,3.8475875558580115,0.04086563348337026,0.17938784797252771,0.037013511046726295,3.9162392674601736,0.010217240331922502,0.8366600265340837,0.05805170109479443,0.025012057092519042
0.0013,0.0004,641.36,1584.8,1396.66,21.6,555.39,2388.06,9061.84,47.08,522.52,2388.02,8150.68,8.382,392,39.08,23.4129,641.7479999999999,1584.598,1395.86,21.607999999999997,554.8280000000001,2388.0,9064.452000000001,47.204,522.2239999999999,2388.004,8146.986,8.399899999999999,391.4,39.088,23.41044,0.4143911195962234,3.2507030008906175,3.9975429953911394,0.0044721359549988885,0.3898332977054341,0.05522680508619383,4.1035801442149955,0.07503332592920306,0.2303909720457162,0.037815340802514794,4.302682883968078,0.014004820598644408,0.8944271909999262,0.05167204273105053,0.012779984350525068
0.0044,0.0003,642.73,1580.37,1400.08,21.61,554.93,2388.02,9063.28,47.18,522.58,2387.97,8149.74,8.4284,391,39.11,23.4595,641.8520000000001,1584.5059999999999,1395.516,21.607999999999997,554.8199999999999,2388.022,9063.068,47.198,522.3639999999999,2388.002,8147.373999999999,8.40472,391.2,39.084,23.41828,0.5881496408229735,3.387628964334683,3.3857982810557883,0.0044721359549988885,0.3865876356014139,0.022803508502920473,2.5551066513938254,0.07563068160474434,0.17515707236684105,0.039623225512442295,4.478323346967023,0.019113267643191916,0.8366600265340837,0.0482700735445828,0.025766489865704154
-0.0018,0.0,642.24,1580.51,1398.2,21.61,555.34,2387.99,9062.83,46.97,522.08,2388.01,8149.38,8.3971,393,39.0,23.3165,642.046,1584.202,1396.714,21.607999999999997,554.9960000000001,2388.016,9063.54,47.136,522.344,2387.998,8148.125999999999,8.40374,391.4,39.056,23.39684,0.5018266633013119,3.7175085743006955,2.95604127170142,0.0044721359549988885,0.3820078533222516,0.02701851217284652,2.1393573801481973,0.11058933040759475,0.20464603587687843,0.03701351104662954,4.425537255519062,0.019410899000310917,1.1401754250991476,0.04827007354458615,0.051689147797192095
-0.0005,0.0003,641.92,1585.18,1400.11,21.61,554.71,2387.94,9070.1,47.26,522.33,2387.98,8144.83,8.392,391,39.03,23.339,642.024,1583.934,1398.318,21.607999999999997,554.966,2388.002,9065.060000000001,47.146,522.358,2387.986,8149.0380000000005,8.39828,391.6,39.06,23.38608,0.5051039496976214,3.5532984676212123,1.7492912850648246,0.0044721359549988885,0.4007867263269569,0.04381780460044024,3.4895343528879845,0.12074767078498784,0.1997998999001587,0.02880972058129553,2.415040372330495,0.01770443447275811,0.8944271909999362,0.0441588043316355,0.05795974465092371
0.0002,-0.0002,642.4,1590.8,1392.28,21.61,554.74,2387.96,9074.92,47.09,521.87,2387.97,8146.48,8.4185,393,38.96,23.436,642.1299999999999,1584.3319999999999,1397.466,21.607999999999997,555.022,2387.994,9066.594000000001,47.116,522.2760000000001,2387.99,8148.222,8.403599999999999,392.0,39.036,23.39278,0.5200961449579371,4.274291754197351,3.2367699949181747,0.0044721359549988885,0.32476145091416214,0.04774934554503129,5.6869394229210775,0.10968135666557109,0.29921564130264483,0.023452078798741536,2.461060746911095,0.019238113213106013,1.000000000000016,0.06024948132557032,0.06211937700911154
0.0024,0.0003,642.27,1579.21,1396.93,21.61,555.13,2387.97,9058.21,47.04,522.49,2387.96,8148.33,8.4088,391,38.95,23.3496,642.3120000000001,1583.214,1397.52,21.61,554.97,2387.9759999999997,9065.867999999999,47.108,522.2700000000001,2387.978,8147.752,8.408959999999999,391.8,39.010000000000005,23.380119999999998,0.2928651566848986,4.817793063218803,3.2221809384332696,0.0,0.2667395733667859,0.030495901362785325,6.603421083043349,0.11432410069622365,0.2933428028777213,0.01923538406066338,2.0671647249278275,0.014977082492941924,1.0954451150103481,0.06442049363363239,0.06343025303434026
0.0011,-0.0004,642.11,1586.56,1402.89,21.61,554.5,2387.99,9062.6,47.32,522.24,2388.0,8146.11,8.4038,390,39.05,23.4369,642.1879999999999,1584.452,1398.0819999999999,21.61,554.884,2387.9700000000003,9065.732,47.136,522.202,2387.984,8147.026,8.40404,391.6,38.998000000000005,23.375600000000002,0.181851587840505,4.698102808581256,3.9444226446976427,0.0,0.3416577234601059,0.021213203433457544,6.6766436178653485,0.14842506526864038,0.23763417262713593,0.020736441352614866,1.8166810396950699,0.010306939409945256,1.34164078649989,0.04324349662089289,0.05682037486677328
0.0023,-0.0001,642.25,1585.36,1398.14,21.61,554.71,2387.95,9059.44,47.18,522.4,2388.04,8143.86,8.4189,392,38.97,23.4323,642.1899999999999,1585.422,1398.07,21.61,554.758,2387.962,9065.054,47.178,522.2660000000001,2387.99,8145.9220000000005,8.4084,391.4,38.992,23.398760000000003,0.18261982367779864,4.149375856680023,3.944065161733961,0.0,0.22906331002587954,0.0192353840586721,7.1968659845785385,0.11584472366059588,0.23964557162640993,0.031622776601337464,1.702166266846356,0.011208701976606363,1.1401754250991631,0.04494441010850376,0.04988579958264812
0.0032,0.0004,642.83,1584.34,1400.28,21.61,554.9,2388.01,9067.52,47.3,522.47,2388.01,8145.39,8.4069,392,39.16,23.3501,642.372,1585.2540000000001,1398.104,21.61,554.7959999999999,2387.9759999999997,9064.538,47.186,522.294,2387.996,8146.034,8.411380000000001,391.6,39.017999999999994,23.40098,0.27589853207289255,4.17852605591962,3.9667152658091767,0.0,0.23479778533876042,0.024083189156232657,6.827651133441562,0.12401612798341813,0.25657357619235827,0.03209361307156467,1.6292114657064554,0.006917875396423182,1.1401754250991631,0.0887130204648683,0.04670724783157341
-0.0014,-0.0,641.84,1586.78,1391.44,21.61,553.79,2388.01,9067.43,47.17,522.71,2387.99,8146.55,8.4039,392,38.99,23.4908,642.26,1584.45,1397.9360000000001,21.61,554.606,2387.986,9063.04,47.202,522.462,2388.0,8146.048,8.408460000000002,391.4,39.024,23.411939999999998,0.36193922141715335,3.089449789201881,4.2804240444146355,0.0,0.5120839774882244,0.026076809620151447,4.353877582109321,0.1132254388377427,0.1699117417956862,0.029154759474032954,1.6342949550156178,0.006205884304462192,0.894427190999956,0.08473488065725886,0.061169624814933266
-0.0015,-0.0001,641.54,1590.45,1392.04,21.61,554.5,2388.04,9066.32,47.02,522.21,2388.05,8143.51,8.3917,391,38.97,23.511,642.1139999999999,1586.6979999999999,1396.958,21.61,554.4799999999999,2388.0,9064.662,47.198,522.406,2388.018,8145.084,8.405040000000001,391.4,39.028,23.44422,0.4836631058910446,2.315905870280289,5.056097309190376,0.0,0.42017853348340034,0.03316624790348355,3.5390704994364346,0.12049896265113323,0.20156884679946827,0.025884358211382984,1.3482507185205186,0.009699896906683665,0.894427190999956,0.08074651695274458,0.06261690666264659
-0.0003,0.0002,641.97,1587.51,1391.42,21.61,555.05,2387.99,9064.96,47.15,523.38,2388.05,8145.8,8.4092,391,39.08,23.4211,642.086,1586.888,1394.664,21.61,554.5899999999999,2388.0,9065.134000000002,47.164,522.634,2388.028,8145.022,8.40612,391.6,39.034,23.44106,0.4879856555270741,2.3405918055053188,4.225669177775194,0.0,0.4924936547816362,0.03316624790348355,3.3475035474185484,0.09964938534682435,0.45379510795068917,0.026832815730471603,1.2953648134759075,0.00982710537240329,0.5477225575052446,0.08384509526501636,0.06347151329532559
-0.0016,-0.0002,642.03,1582.61,1398.62,21.61,554.89,2387.95,9067.32,47.28,522.48,2388.01,8146.73,8.4074,391,39.05,23.3588,642.042,1586.338,1394.76,21.61,554.626,2388.0,9066.710000000001,47.184000000000005,522.65,2388.022,8145.5960000000005,8.40382,391.4,39.05,23.42636,0.47934330077744375,3.0152727903125185,4.328579443651111,0.0,0.5097352253868195,0.03316624790348355,1.0910087075607502,0.11282730166054417,0.4448033273256469,0.02683281573038898,1.2875868902679886,0.007038252624072427,0.5477225575052446,0.07582875444050936,0.07369540691250114
0.0024,0.0001,642.16,1586.27,1399.24,21.61,554.66,2387.99,9060.59,47.26,522.35,2388.07,8145.74,8.3866,392,38.99,23.4192,641.908,1586.724,1394.5520000000001,21.61,554.5779999999999,2387.996,9065.323999999999,47.176,522.626,2388.0340000000006,8145.666,8.39976,391.4,39.016,23.440179999999998,0.23573289969851607,2.8122553226900884,4.010301734283712,0.0,0.48833390216139716,0.03286335345006559,2.8264164590487364,0.10358571330062767,0.4599239067497714,0.03286335345083242,1.2830939170574762,0.010034590175994501,0.5477225575052446,0.04669047011971775,0.06124697543551721
-0.0,0.0003,642.34,1579.35,1401.99,21.61,555.29,2388.05,9065.37,47.17,522.43,2388.0,8146.51,8.384,390,38.87,23.3645,642.008,1585.2379999999998,1396.6619999999998,21.61,554.8779999999999,2388.004,9064.912,47.176,522.57,2388.036,8145.658,8.395779999999998,391.0,38.992000000000004,23.41492,0.2976071235710186,4.3291708213005355,4.682650958591968,0.0,0.31220185777790066,0.040987803063936325,2.582280000306646,0.10358571330062767,0.46416591861099255,0.029664793948889004,1.2763110906005182,0.011777181326619328,0.7071067811866053,0.08136338242723909,0.06119540015392816
-0.0008,0.0002,642.32,1585.97,1395.84,21.61,554.36,2388.02,9064.82,47.19,522.73,2388.0,8149.49,8.3953,392,39.25,23.4827,642.164,1584.342,1397.422,21.61,554.8499999999999,2388.0,9064.612,47.21,522.674,2388.0260000000003,8146.854000000001,8.3965,391.2,39.048,23.40926,0.16652327164724542,3.3288015861568705,4.0041753208374224,0.0,0.3575611835755998,0.037416573867724366,2.4621474366872427,0.057008771254951504,0.41944010299443085,0.032093613072001266,1.5357506307946533,0.01157367703023058,0.8366600265341261,0.13863621460498385,0.05045317631229569
0.001,-0.0003,642.87,1587.16,1398.83,21.61,554.47,2387.98,9060.76,47.27,522.29,2387.97,8148.44,8.3664,391,38.87,23.5228,642.3439999999999,1584.272,1398.904,21.61,554.734,2387.998,9063.772,47.233999999999995,522.4559999999999,2388.01,8147.382,8.38794,391.2,39.00599999999999,23.4296,0.3200468715671886,3.248233366000763,2.1857790373242447,0.0,0.37031068037535264,0.03834057902526818,2.97646938502497,0.0502991053598267,0.16964669168612959,0.03674234614160183,1.5366099049481794,0.015117473333857278,0.8366600265341261,0.157098695093247,0.07222302264513074
-0.0,0.0004,641.94,1593.0,1391.47,21.61,554.48,2387.99,9060.37,47.16,522.19,2388.05,8147.83,8.3842,392,39.01,23.3841,642.326,1586.35,1397.474,21.61,554.652,2388.0060000000003,9062.382000000001,47.209999999999994,522.3979999999999,2388.018,8147.602000000001,8.3833,391.4,38.998000000000005,23.43466,0.34377318103648163,4.848437892764911,4.002178156954531,0.0,0.37251845591878474,0.0288097205818927,2.4880856094598016,0.05147815070493038,0.20523157651799412,0.040865633483433764,1.4981889066417182,0.010509519494238395,0.8944271909999659,0.15530614926654177,0.06669754868058406
-0.001,-0.0005,641.8,1589.37,1391.88,21.61,554.78,2388.01,9060.57,47.07,522.56,2388.04,8144.43,8.4295,392,39.01,23.443,642.2540000000001,1586.9699999999998,1396.002,21.61,554.676,2388.01,9062.378,47.172000000000004,522.4399999999999,2388.012,8147.339999999999,8.39188,391.4,39.001999999999995,23.43942,0.41710909843831,5.030442326475684,4.511371188452776,0.0,0.3770013262577445,0.02738612787552501,2.4917002227396785,0.07155417527999684,0.21424285285638262,0.03271085446746576,1.9512560057522899,0.02343751266666287,0.8944271909999659,0.15530614926654143,0.06616552727817376
-0.0021,-0.0001,642.18,1587.71,1401.85,21.61,553.87,2387.96,9068.2,47.32,521.69,2388.01,8148.48,8.4029,392,39.12,23.4119,642.222,1588.642,1395.9740000000002,21.61,554.392,2387.9919999999997,9062.944,47.202,522.292,2388.014,8147.7339999999995,8.39566,391.8,39.052,23.448900000000002,0.41499397585994735,2.726108948665918,4.465112540575151,0.0,0.33086250920936117,0.023874672772158496,3.470450979339324,0.09731392500562117,0.39889848332637506,0.032093613071686,1.940626187595936,0.02337291167142133,0.44721359550006834,0.14184498581197671,0.05524151518557893
-0.0016,-0.0004,641.99,1580.08,1395.54,21.61,554.39,2387.95,9057.84,47.08,522.63,2387.94,8145.53,8.397,392,39.01,23.4466,642.156,1587.464,1395.914,21.61,554.398,2387.978,9061.548,47.17999999999999,522.272,2388.0019999999995,8146.942,8.396,391.8,39.004,23.441679999999998,0.4216989447462528,4.715838207572212,4.469376914067706,0.0,0.3304088376546711,0.023874672771708502,3.9039556862248843,0.1120267825120412,0.37312196397437336,0.046583258795046795,1.8508025286309087,0.02337872964897944,0.44721359550006834,0.0887693640846933,0.05198246819840991
0.0038,-0.0002,641.96,1583.25,1393.99,21.61,554.82,2387.99,9055.69,47.18,522.16,2388.02,8139.39,8.3861,392,38.99,23.3627,641.9739999999999,1586.682,1394.9460000000001,21.61,554.4680000000001,2387.98,9060.534,47.162,522.2459999999999,2388.0119999999997,8145.1320000000005,8.39994,392.0,39.028,23.409660000000002,0.13630847369217258,5.0883268369866395,4.195679921061626,0.0,0.3824526114439128,0.02449489742699611,4.7306902244821085,0.10059821071967576,0.376071801655078,0.043243496620711586,3.609365595225292,0.018237954929216968,0.0,0.05215361924162001,0.036536598090126694
0.0011,-0.0002,642.52,1580.1,1398.14,21.61,554.3,2388.03,9062.74,47.21,522.19,2388.0,8150.74,8.4153,392,38.89,23.452,642.0899999999999,1584.102,1396.28,21.61,554.432,2387.988,9061.008000000002,47.172000000000004,522.2460000000001,2388.002,8145.714,8.40616,392.0,39.004,23.42324,0.2756809750421145,4.292082245251204,3.8612238992322427,0.0,0.38944832776672234,0.03346640106103448,4.827884629939921,0.10281050529979979,0.376071801655078,0.037682887362355526,4.318185961719511,0.01677223896801704,0.0,0.08173126696681318,0.0372725502212974
-0.0025,0.0004,642.05,1589.69,1404.68,21.61,554.36,2388.01,9069.14,47.32,522.25,2387.96,8146.94,8.3854,391,39.1,23.3498,642.14,1584.166,1398.84,21.61,554.3480000000001,2387.988,9062.722,47.222,522.184,2387.986,8146.216,8.39734,391.8,39.022000000000006,23.4046,0.2285825890135059,4.391506575197323,4.417810543697718,0.0,0.33744629202341075,0.03346640106103448,6.010043261076244,0.1015874007936012,0.3346341285644754,0.03435112807381531,4.277304057462829,0.012474894789139478,0.44721359550006834,0.09257429448826524,0.046964614338878934
-0.0037,-0.0004,642.18,1579.32,1400.58,21.61,553.75,2388.04,9061.62,47.13,522.72,2388.02,8147.5,8.4425,392,38.98,23.4423,642.14,1582.488,1398.586,21.61,554.324,2388.004,9061.405999999999,47.184,522.3900000000001,2387.988,8146.0199999999995,8.405260000000002,391.8,38.994,23.41068,0.2285825890135059,4.300775511463246,4.234179967833963,0.0,0.38135285497864096,0.03577708764014918,5.172743952681616,0.09071934744033373,0.2641022529252003,0.03633180424840046,4.168698837765817,0.024069545072565427,0.44721359550006834,0.07503332592922382,0.05001466784853692
0.0014,0.0003,642.83,1580.83,1400.87,21.61,555.05,2387.99,9070.61,47.28,521.82,2388.02,8145.92,8.3974,392,38.95,23.2937,642.308,1582.6380000000001,1399.6519999999998,21.61,554.4559999999999,2388.0119999999997,9063.960000000001,47.224000000000004,522.2280000000001,2388.004,8146.098,8.405339999999999,391.8,38.982,23.3801,0.36106786065777496,4.2078700074980855,3.936047509876818,0.0,0.5043114117291959,0.022803508502592672,6.050037189969392,0.07635443667528029,0.3221335126932546,0.026076809620275334,4.160879714674455,0.02403586902943735,0.44721359550006834,0.07661592523752159,0.06656624519980196
-0.002,-0.0001,641.97,1575.8,1404.09,21.61,554.07,2387.98,9068.85,47.02,522.36,2387.99,8145.97,8.3829,393,39.04,23.4799,642.3100000000001,1581.148,1401.672,21.61,554.306,2388.0099999999998,9066.592,47.192,522.268,2387.998,8147.414,8.4047,392.0,38.992,23.40354,0.3586781286892047,5.150433962298956,2.7021047352035836,0.0,0.4799270777944523,0.02549509756838441,4.101642353987379,0.12029131306956303,0.32399074060860555,0.024899799195231897,1.9755708035860393,0.024709411162556393,0.7071067811866178,0.08105553651664484,0.07847670354952238
-0.0014,0.0002,642.27,1581.7,1397.05,21.61,554.31,2387.97,9056.43,47.34,522.34,2387.96,8148.54,8.4029,392,38.93,23.5102,642.26,1581.468,1401.454,21.61,554.308,2387.9980000000005,9065.329999999998,47.218,522.298,2387.9900000000002,8146.973999999999,8.40222,392.0,39.0,23.41518,0.33896902513362753,5.1186492358826765,3.076350110115815,0.0,0.47991665943194883,0.02774887385103894,6.077807993019814,0.13791301606447295,0.3219006057778289,0.029999999999128266,1.1010358758844014,0.023991394290458056,0.7071067811866178,0.06964194138592689,0.09080873856628194
-0.0046,-0.0003,642.21,1590.88,1393.9,21.61,554.75,2388.01,9066.91,47.35,522.48,2388.04,8145.54,8.3838,393,39.1,23.4313,642.292,1581.7060000000001,1399.298,21.61,554.386,2387.9979999999996,9064.884,47.224000000000004,522.3439999999999,2388.006,8146.694,8.401900000000001,392.4,39.0,23.43148,0.3212786952164736,5.601417677695736,3.9137539524102087,0.0,0.520461333818641,0.02774887385103894,5.803979669159337,0.14397916515940634,0.329666498146473,0.03130495168460875,1.27596238188541,0.02428075369506093,0.5477225575052608,0.06964194138592689,0.08312906832148928
0.0018,-0.0002,641.69,1589.07,1399.88,21.61,555.31,2388.0,9061.29,47.2,522.58,2388.03,8145.64,8.3863,390,38.84,23.4118,642.1940000000001,1583.6560000000002,1399.158,21.61,554.698,2387.9900000000002,9064.818000000001,47.23800000000001,522.316,2388.008,8146.322,8.39066,392.0,38.972,23.42538,0.42270557129059466,6.225482310632659,3.868690993088806,0.0,0.5113902619331817,0.01581138830035115,5.852052631343428,0.13572030061858667,0.29373457406329934,0.03271085446731457,1.253163995648384,0.008965656696530166,1.2247448713916325,0.10084641788383542,0.08325555236738881
-0.0038,-0.0,642.19,1578.58,1400.45,21.61,554.42,2387.98,9059.2,47.24,522.33,2388.07,8148.53,8.3729,391,38.96,23.4314,642.066,1583.2060000000001,1399.074,21.61,554.572,2387.9880000000003,9062.536000000002,47.230000000000004,522.418,2388.018,8146.844,8.385760000000001,391.8,38.974000000000004,23.45292,0.23891421054484516,6.553501354238129,3.8265558927064616,0.0,0.4796040033195769,0.016431676724529443,5.219270063907155,0.13379088160259472,0.1087198234003965,0.043243496620870646,1.5518472862964474,0.010856702998608301,1.3038404810405717,0.10039920318409472,0.040713351618336585
0.0026,0.0003,642.03,1580.04,1397.66,21.61,553.93,2387.98,9067.72,47.27,522.07,2388.01,8148.23,8.4238,394,39.02,23.4079,642.0780000000001,1584.054,1397.788,21.61,554.544,2387.9880000000003,9062.31,47.28,522.36,2388.022,8147.296,8.39394,392.0,38.97,23.43852,0.23435016535145323,5.553663655642061,2.604816692208011,0.0,0.5187292164513259,0.016431676724529443,4.8917021577354705,0.06442049363362667,0.19248376554964527,0.04086563348339621,1.5627315828325297,0.019847997380089934,1.5811388300842255,0.09746794344809605,0.04151020356489214
0.0006,-0.0002,641.94,1584.72,1393.12,21.61,554.64,2388.07,9063.27,47.21,522.05,2387.99,8148.73,8.3667,390,38.93,23.35,642.0120000000001,1584.658,1397.002,21.61,554.6099999999999,2388.0080000000003,9063.678,47.254000000000005,522.302,2388.028,8147.334,8.3867,391.6,38.970000000000006,23.406480000000002,0.2121791695721417,5.39562044625072,3.365147842221011,0.0,0.5022449601540679,0.037013511047198015,3.62991322210364,0.06024948132556831,0.23826455884195205,0.03033150177628137,1.6023513971602608,0.022222848602283365,1.8165902124585294,0.09746794344809605,0.033381686596094695
0.0014,-0.0001,642.79,1593.64,1394.11,21.61,554.91,2388.03,9067.92,47.28,522.14,2388.05,8147.43,8.3984,392,39.02,23.4076,642.128,1585.21,1397.044,21.61,554.642,2388.0119999999997,9063.880000000001,47.24,522.234,2388.03,8147.7119999999995,8.389619999999999,391.4,38.95399999999999,23.40174,0.41197087275702876,6.262794903235966,3.3177296454058807,0.0,0.5182373973384634,0.03834057902602801,3.8745903009228195,0.035355339059326064,0.2227779163205188,0.031622776601816505,1.2596110510701133,0.02270059470586687,1.6733200530681926,0.07469939758794215,0.0305378126263175
0.0002,-0.0003,641.9,1587.15,1393.47,21.61,554.3,2387.97,9067.07,47.13,521.94,2388.0,8154.25,8.3963,391,39.04,23.3879,642.17,1584.826,1395.7620000000002,21.61,554.4399999999999,2388.0060000000003,9065.036,47.226,522.106,2388.0240000000003,8149.433999999999,8.39162,391.6,38.99400000000001,23.39696,0.364074168268171,6.021152713559018,3.183640997349207,0.0,0.3677635109690209,0.042778499272880896,3.7694867024589116,0.0602494813255646,0.14432601983027118,0.03435112807472296,2.7373490825909066,0.022775359492224232,1.5165750888103606,0.04669047011972496,0.030439825886497816
-0.0002,0.0004,642.42,1580.51,1399.41,21.61,554.22,2387.96,9068.43,47.05,522.64,2388.03,8148.88,8.3825,391,39.01,23.3761,642.216,1585.212,1395.554,21.61,554.4,2388.002,9066.882,47.188,522.168,2388.0160000000005,8149.504000000001,8.39354,391.6,39.004000000000005,23.3859,0.38135285497831994,5.565237640927713,2.8132063557447062,0.0,0.3811167800035424,0.0465832587957401,2.077130231842547,0.09757048734119768,0.27344103569152967,0.024083189157583527,2.712817723320261,0.021149302588975887,1.5165750888103606,0.04277849927242333,0.02420609427398019
0.0022,-0.0,642.15,1588.3,1400.52,21.61,554.17,2388.06,9060.14,47.32,522.71,2388.01,8149.5,8.3899,391,39.18,23.3306,642.24,1586.864,1396.1259999999997,21.61,554.448,2388.018,9065.366,47.198,522.296,2388.0160000000005,8149.758,8.386759999999999,391.0,39.036,23.370440000000002,0.37033768374294745,4.822554302441374,3.544238987427804,0.0,0.3168122472384061,0.05069516742320884,3.5538331418373996,0.109863551735774,0.3540197734591875,0.024083189157583527,2.621634986026344,0.012815147287487502,0.7071067811866681,0.09071934744033323,0.030507261430708393
-0.0005,-0.0002,642.04,1580.53,1395.32,21.61,554.87,2387.95,9058.03,47.11,522.44,2388.0,8150.62,8.4267,393,38.93,23.3714,642.26,1586.0260000000003,1396.566,21.61,554.494,2387.994,9064.318,47.178,522.374,2388.018,8150.136,8.39876,391.6,39.036,23.37472,0.35234925854908106,5.591058039405205,3.1973473380294344,0.0,0.3647327788946992,0.04827007354464723,4.859297274299351,0.1160603291396258,0.32829864452979063,0.021679483388591776,2.572145019230589,0.016805594306662935,0.8944271910000057,0.09071934744033323,0.02834743374630918
-0.002,0.0,642.18,1588.84,1389.85,21.61,554.4,2388.0,9068.36,47.25,522.7,2387.99,8146.65,8.4043,391,39.11,23.5069,642.138,1585.066,1395.714,21.61,554.392,2387.988,9064.405999999999,47.172000000000004,522.4860000000001,2388.006,8149.9800000000005,8.39994,391.4,39.054,23.394579999999998,0.1921457779921189,4.1945595716354696,4.368504320703196,0.0,0.281016013779056,0.044384682042157925,4.944080298702198,0.1100908715561737,0.3240061727808591,0.015165750888083047,2.791585570953516,0.016980223791227055,0.8944271910000057,0.09555103348472856,0.06639402834593192
0.0018,-0.0003,642.15,1587.68,1396.25,21.6,554.2,2388.01,9070.2,47.38,522.11,2388.01,8154.38,8.3832,391,38.94,23.3782,642.188,1585.172,1396.27,21.608,554.3720000000001,2387.996,9065.032000000001,47.222,522.5200000000001,2388.0080000000003,8150.005999999999,8.397319999999999,391.4,39.034,23.392640000000004,0.1402497771839964,4.266470438195784,4.18453701142713,0.0044721359549988885,0.29252350332967725,0.04393176527315048,5.5292377413186005,0.1391761473816567,0.25367301787954266,0.014832396974102451,2.8414573725389656,0.018614295581625445,0.8944271910000057,0.10876580344943024,0.06677861184541449
-0.0,0.0001,642.12,1582.55,1399.1,21.61,554.41,2387.97,9064.88,47.16,522.24,2388.0,8152.05,8.417,393,38.96,23.4961,642.1279999999999,1585.5800000000002,1396.208,21.608,554.4100000000001,2387.998,9064.322,47.244,522.4399999999999,2388.0020000000004,8150.639999999999,8.404219999999999,391.8,39.024,23.41664,0.05357238094580503,3.778868878381192,4.128301103359953,0.0044721359549988885,0.27991070004603885,0.042071367936249764,5.20206881923113,0.11104053313993786,0.26897955312647487,0.008366600265709059,2.8807898222447097,0.018135517638055102,1.095445115010405,0.11371015785759957,0.0796679546618279
-0.0037,0.0,642.66,1587.9,1407.23,21.61,554.8,2388.02,9062.11,47.17,522.39,2387.98,8145.07,8.4068,393,38.91,23.4636,642.2299999999999,1585.5,1397.55,21.608,554.5360000000001,2387.9900000000002,9064.716,47.214,522.376,2387.996,8149.753999999999,8.4076,392.2,38.97,23.44324,0.24596747752519602,3.7105053564168626,6.365096228652448,0.0044721359549988885,0.28658332121779617,0.02915475947408592,4.870157081657241,0.10549881515922324,0.22277791632053764,0.011401754251665666,3.840446588609375,0.01627928131092564,1.095445115010405,0.08031189202105579,0.06452226747408653
